,filename,caption
17,train_18.jpg,"A person is racing on a motorcycle. The motorcycle is red and has black tires and several stickers with advertisements. The person is wearing all red and has a helmet on. The person has his head turned back, looking at something in the back of him. The person is holding on to the motorcycle with only one hand. The ground is gray cement and there is greenish yellow grass behind the track."
18,train_19.jpg,"Two donuts sit on black plastic plates in a coffee shop called Biggby Coffee. A full, tall disposable coffee cup with the shop name on it sits in between the plates. There are two small stuffed animals on the table near the wall. "
19,train_20.jpg,"An empty room has debris on the ground. There is no furniture in this room. There is a long shelf on the wall, and some other decoration hanging above the shelf. There is a triple window at the end of the room, with no curtains. Sunlight is coming in through these windows."
20,train_21.jpg,There is a man standing on top of a surfboard. The surfboard is white and the water is wavy. The man doesn't have a shirt on. 
21,train_22.jpg,There is a zebra in a field that has another young zebra underneath it. There is a fence behind the animals and leaves above them from a tree. 
22,train_23.jpg,A white truck is driving on a street. There is a white dog in the back of the truck. There is a black shirt draped over the side of the truck. There is a tree behind the truck. 
23,train_24.jpg,The little girl is biting into a piece of cheese pizza. The girl has blonde hair and blue eyes. The backround of the picture to the left of the girl is blurry. The tomato sauce is a vibrant red color.
24,train_25.jpg,A few huge Clydesdale horses stand waiting with harnesses to a vehicle that cannot be seen. They all have white hairy legs and brown hair. On the front of their heads they have a broad white stripe. The harnesses are black leather with gold trim. People stand in a group behind them.
25,train_26.jpg,A man is wearing a hat and riding a skateboard. He is holding a guitar. He is on the sidewalk next to a street with several cars parked on it. 
26,train_27.jpg,"There is a two story red bus sitting next to a bus stop. The red bus has many windows on both stories. There is a marque on the front of the bus with numbers on it. There is a woman in pink waiting to board the bus. There is a large, modern building sitting behind the red bus. "
27,train_28.jpg,Several kites fly in the air.  The brightest kite is red and has a long tail.  One kite has red and white stripes.  The sky is cloudy and overcast.
28,train_29.jpg,The clock is encased in a red brick. It is near a large glass skyscraper. The numbers on the clock are in roman numerals.  The numbers are also black. The sky behind the clock tower is blue. 
29,train_30.jpg,A room has a long  dining table in the middle of it. There is a flower vase in the middle of the table. Next to it is some candles surrounded by flowers. There is a table runner in the middle of the table. There are some chairs by the table. There are lights above the table. There are curtains next to the window. There is a table next to the window. There are items on the table.
30,train_31.jpg,A small airplane is flying above water. There is land next to the water with tall buildings on it. There is small clouds in the sky.
31,train_32.jpg,A white bed is in a room. There is a colorful picture on the wall behind the bed. There is a white pillow on top of the bed. There is a small lamp on the end table next to the bed.
32,train_33.jpg,"A person in a yellow, green, and black jacket and black pants is on an orange, purple, and yellow snowboard. The board is in the air as the rider holds it with his right hand. There is a dusting of snow below the snowboard and mounds of snow on the ground have tracks in it. There is a ski lodge behind the rider. "
33,train_34.jpg,Sand is next to water on a beach. There are people laying on top of the sand with a white umbrella open. There is a man in a hat holding a white frisbee. There is a black and white dog running on the sand. 
34,train_35.jpg,A woman is sitting on a green chair. There is a white table behind her. There is a large glass vase on the table with yellow sunflowers in the vase. 
35,train_36.jpg,A very pretty girl is leaning on her arm. The girl is wearing a white bra. She is on a polka dot pillow. The woman has long brown hair and is wearing a bracelet.
36,train_37.jpg,A couch sits against a wall. There is a tall wooden book case next to it. There are colorful balloons on the ground in front of the couch. There is a television on a stand in front of the balloons.
37,train_38.jpg,a plane is sitting on the runway. the plane is white and blue. the logo is on the tail. the mountains are in the background.
38,train_39.jpg,there is a dog on the couch. the dog is brown and white. his paw is on the arm of the couch. the couch is multicolored. the dog has floppy ears. the light is reflected in the dogs eyes.
39,train_40.jpg,A cop dressed in black is standing behind his motorcycle. The parked motorcycle has two red lights and one blue light. It looks as if he has pulled the red truck over for a traffic violation. 
40,train_41.jpg,A salmon pizza is being shown. There are a very small amount of vegetables on the pizza. It looks very delicious. It is on a thin crust and is cut in half.
41,train_42.jpg,There is a wooden block on the table. There is cut up food on the block. There is a white bowl in front of the block with food in it. There is a silver spoon on the block. 
42,train_43.jpg,"A female tennis player is standing on the green part of the tennis court. The player is dressed in a white shirt, white shorts, white visor, and white tennis shoes. The fence around the court is blue with white advertisements on it. There are two empty chairs in the corner of the tennis court. Many spectators are behind the wall. Some of the spectator are sitting white others are standing. There are two judges on the tennis court; one is standing and one is sitting."
43,train_44.jpg,A large white cow with two black horns. The cow is behind a bared wire fence. It has long droopy white ears and a black nose. There are trees and long grass behind the cow. 
44,train_45.jpg,"A boy in a blue t-shirt, black belt, grey pants and pastel blue sneakers is riding a skateboard on a cement paved skate ramp in a skate park.  One other boy is riding on the skate ramp and he is wearing tan pants, white t-shirt and a black and red baseball cap.  There are several other young people bordering the skate ramp, looking on or skating. "
45,train_46.jpg,Two woman are standing next to each other in the room. The room is nicely decorated. It has large paintings of art on the wall. It also has many large ceramic planters with green plants in them.
46,train_47.jpg,The image is of a city.  People can be seen walking along the road.  You can also see vehicles along the road.  Motorcycles are parked on the side of a fence and one man is riding his bike to enter the road.  A animal is walking down the road and a woman in a tie dye t-shirt and black pants is looking at the animal walking toward her.  In the background you can see buildings and power and phone lines.  
47,train_48.jpg,"An Amtrak train engine sits at a stop.  Sidewalks and gravel are in the foreground of the image.  In the rear are tall buildings, likely luxury resort hotels.  The fronds of a palm tree can be seen in the distance.  Only one person is standing near the train."
48,train_49.jpg,An intense young man is throwing the ball from a pitcher's mound. He is a pitcher in a baseball game that is being played in a stadium. The outer edges of the stadium have billboards advertising products such as G2 on them. The pitcher has a uniform on that is grey and blue. His cap is black with a fork shaped symbol on the front of it. A brown leather glove is being worn on the man's right hand. The stadium is filled with well manicured green grass and brown dirt that forms the area for the players to run on.
49,train_50.jpg,There are people sitting on benches. There is a large tree behind the bench. A man in a white jacket is walking in front of the benches. 
50,train_51.jpg,There are people standing on a tennis court. They are all wearing white. There is a tall blue fence behind them. There is a red and yellow tennis ball on the court. 
51,train_52.jpg,"A blonde female toddler sits on a skateboard in the middle of a flat grassy field. The sun is in her hair and she is smiling with her left hand raised to her cheek. The toddler is wearing denim jeans and a white and black polka dotted long-sleeved shirt, as well as black shoes. She has a clip in her hair. There are trees and low buildings in the distance. The sky is overexposed in this photograph, so it is hard to tell what it looked like on that day."
52,train_53.jpg,A large striped zebra is standing in front of a wall. There is a large rock wall behind the zebra. There is a small weed on the ground behind the zebra. 
53,train_54.jpg,An airplane is standing on top of the snow. There are footprints in the snow in front of the plane. There are two wings on the plane. 
54,train_55.jpg,"This image was taking from inside a car traveling on a highway.  The day is rather bleak and grey, and the trees are leafless, as in fall.  A green sign is on the side of the road, indicating what can be found at the exit ahead.  Another sign, in white, cautions drivers.  A few vehicles can be seen driving up ahead."
55,train_56.jpg,Two people are standing on water. One of the men is holding on to strings. There is a sail boat behind the people and trees. 
56,train_57.jpg,A woman is designing the cake. She is wearing a striped apron. The cake is on a wooden tray. The cake is a blue and white penguin. The frosting is blue and is on a bowl. On the table are bag of flour and other ingredients to make the cake. Behind the woman is a kitchen counter. On the counter there is a white and small water heater.
57,train_58.jpg,A large orange truck is in the street. There is a green street light on a pole behind the truck. There are people standing behind the truck on the sidewalk. 
58,train_59.jpg,A large brown spotted zebra is standing in a field. There are several trees and bushes next to the zebra. The zebra has dark colored eyes and ears. 
59,train_60.jpg,A slice of pizza sits on top of a white plate. The pizza has cheese and red sauce on top of it. There are leaves on top of the pizza. 
60,train_61.jpg,Trains are on the tracks. There are tall buildings behind the train. There are wires above the trains. 
61,train_62.jpg,Two brown horses are grazing in the field.  One has a blue bridle and the other has a tan one.  A stone fence is in front of the two horses.  Green lush trees and grasses surround the horses.  
62,train_63.jpg,An Asian man in a red shirt takes a bite of pizza. A person in a blue and black shirt holds a square board with pizza sitting on top out to the man eating the pizza.  The person in the blue shirt is wearing a watch.
63,train_64.jpg,a man is waiting outside of a window. the man has folded up arms. the man is wearing a black shirt. the man is asian.
64,train_65.jpg,A ripe yellow and brown spotted banana is seen standing upright between two oranges in a silver bowl on a brown wooden table. On the orange on the left there is a blue sticker with red letters. Behind the table is a tan tile wall. 
65,train_66.jpg,A cat is sitting on top of a blue box. There is a fan behind the cat. There are two silver lights around the cat. 
66,train_67.jpg,A metal pole with several different signs strapped to it. Behind the pole is a large tree. Next to the tree is a tall brown building. 
67,train_68.jpg,There are two people standing on a beach. There is a woman in a white shirt standing on top of a white surf board. There is a man leaning over holding onto the surf board.
68,train_69.jpg,A wooden table sits in a room. There are two computers that are turned on sitting on top of the table. There is a green box on the desk in between the computers. 
69,train_70.jpg,"A woman with blond hair and a white cap on her head pushed luggage down a sidewalk.  There are four pieces of luggage.  Two pieces are rolling luggage, one is black and one is red.  On top of the rolling luggage are two black carry on type duffel bags.  The woman is also wearing a white shirt and blue jeans.  "
70,train_71.jpg,"An ooey piece of pizza is sitting on a round white plate. There are tomatoes, mushrooms, and lots of cheese on the slice of pizza. The pizza toppings are falling off it on the right side. Near the crust of the pizza there is a fork under the pizza and on the left there is a butter knife sitting on the plate."
71,train_72.jpg,"A woman is wearing tennis attire. She has a racquet in one hand. She is wearing a white shirt, a white skirt, and a white headband. her shoes are silver."
72,train_73.jpg,a person is sitting at a bar. he has a tie around his head. the tie is silver in color the tie is very shiny. the guy has black hair.
73,train_74.jpg,"A person in an orange shirt, and a red life vest, and helmet is on an orange and blue kayak. The water in the river is flowing quickly and violently.The person is holding a oar in their hands as they attempt to ride the river rapids on a dark, cloudy day."
74,train_75.jpg,There are white wire racks with envelopes of flower seeds in them. There are bananas on a stick in front of the racks. Below the racks are plastic bags. 
75,train_76.jpg,A street has a white van on it parked next to a white car. There are people standing in front of the car. There are large trees next to the street. 
76,train_77.jpg,"Two green and white street signs on top of a green pole.  The signs are both rectangular with a green background and white writing.  The signs are outlined in white.  The bottom sign says ""McMillan St NW"".  The top sign is positioned on an angle above the bottom sign.  The writing on the top sign is obscured, but what remains says ""salyn St NW"".  Behind the trees many trees that have a few red leaves on them can be seen."
77,train_78.jpg,"A clear blue sky with one spec of cloud in the lower corner near the street signs. Street signs hung on a long, gray, pole with tiny holes running down both sides. The signs were in a cross shape from each other pointing to the streets they represent. The bottom sign read North McFarland RD while the top sign read: NW McFarland RD. The top sign's name was not that clear because some of it was hidden.  "
78,train_79.jpg,"This image is of a ski resort. There are several people, many of them children, skiing on what appears to be a bunny slope. The whole ground is covered in snow and there are mountains and trees in the background. Behind the people there is a a ski lift with people on it. There are rays of sun coming from the left side of the image."
79,train_80.jpg,A pole with two green signs on top of it. There is a white building behind the trees. There are trees behind the sign. 
80,train_81.jpg,Wild water is rushing downward. A man in a dark blue wet suit is surfing on top of the waves. He is bent forward in a low position over his white surfboard. Along either side of the water are tall green trees. The trees are vibrant with large green leaves.In the back of the river is another person swimming. Beside his is a large area of brown dirt and gravel. 
81,train_82.jpg,there are three people on skis. they are trecking in the snow. the snow is white in color. they are all wearing ski clothes.
82,train_83.jpg,There are two people standing in front of the counter. There are bottles and towels on top of the counter. There is a mirror on the wall in front of the people.
83,train_84.jpg,"A laptop is sitting on some books and is on a table. This is a very spacious living room and studio area. There are some books displayed in a short shelf and the window is wide open, letting a lot of sunlight in."
84,train_85.jpg,A man is skiing down a hill. He is wearing a green jumpsuit. He is holding yellow sticks in his hand. He is wearing a white headband.
85,train_86.jpg,the building is tall and made of glass. there are several stories in this building. the top is slanted. there is a stop light in front of the building. the stoplight is yellow in color. the pole is also yellow.
86,train_87.jpg,"A yellow fire hydrant sits on the sidewalk. There is a black cover attached to part of the hydrant. The sidewalk below is made of stone. There is a shadow on the ground that looks like a pole. There is a staircase in the background. The staircase leads to a building, There are little plants by the wall. "
87,train_88.jpg,The man on the skateboard is leaning his body or balance. He is in motion riding along the road. He is wearing a grey helmet with a print on it. There is an orange cone in the street that he will have to go around.
88,train_89.jpg,The back of two people sitting on a bench can be seen in the black and white photo.  The bench faces a building and in front of it is a city street.  There are pedestrians walking along the sidewalk in front of the building.  The bench is on top of a brick sidewalk.  The two women sitting are wearing light weight jackets and the brunette has an umbrella by her side.  The building four columns by the front entrance and windows along the side.
89,train_90.jpg,People are standing on the grass behind a concrete patch that looks like it was just set. There are two orange cones in front of the concrete and yellow tape surrounding it. There are three people in yellow vests and white hard hats. There are some people sitting on a bench next to them. 
90,train_91.jpg,This is an outdoor eating area.  There are rows of brown wooden picnic tables.  Each of the tables is covered with a blue umbrella on a post coming from the middle of the tables.  One table in the back has it's umbrella folded down.  There is a white fence in the back of the area.  To one side there are some small white buildings.  Two of the tables have green water jugs on them.  One table has an orange cooler on it and a small black table top grill.  The ground is cement. There are large white light poles in the back. 
91,train_92.jpg,Four people are skiing at a resort. One of the ladies has on a white coat. The sky is very clear and has virtually no clouds. There is a black bird seen near the mountain in the background.
92,train_93.jpg,A fancy tower has clocks on at least two of its sides. There are golden decorations around the clocks as well as on the top level of the tower. The top of the tower is pointy. The clocks have a white face and black hands. The time is 1:30.
93,train_94.jpg,An old TV is standing on a wood table. There is a silver remote on the table in front of the TV. There are buttons on the side of the screen on the TV. 
94,train_95.jpg,The rook looks like a prison cell. The floor is dirty and tarnished with it being chipped in spots that give way to white material. A white sink is attached to the wall that is also white. A white toilet is next to the sink and is also attached to the wall. The toilet has no seat cover. It is just open. Their is a vent also inside of the wall.  
95,train_96.jpg,A man is looking towards the camera while eating icecream. He is sitting next to another man. They are eating at Ruby Tuesday. One man has an olive green shirt on and the other has a light blue shirt on.
96,train_97.jpg,A man and a woman are sitting together looking at a row of handmade pizzas. On the table are three full glasses of beer. There is a long wooden plank that is holding a few different types of pizza. The man and woman have brown hair. The man has a white beard.
97,train_98.jpg,a boy is playing tennis. he is holding his tennis racket. the boy is wearing jean shorts. his shirt is red in color.
98,train_99.jpg,A vase with decorative flowers is sitting on a blueish white table in front of a blueish white wall. The vase is green and transparent. The flowers are a mixture of purple and what looks to be dry corn husks. There is varying degrees of dryness with the plants. It looks to need water as some of the plant is dead. 
99,train_100.jpg,A young man is skateboarding in a very long alley. The buildings that surround the alley all are huge and some appear to be abandoned. The young man is wearing a black shirt with green pants. It is a nice sunny day.
100,train_101.jpg,A large brick building is behind a bench. There is an old steel bench sitting in front of a green hedge. There is a window on the building. 
101,train_102.jpg,A clock that has no numbers by has letters instead. There is a native man standing in salute next to it. Behind the clock is a very big building.
102,train_103.jpg,there is some food on the table. there are two muffins on the table. the muffins are blueberry. there is a coffee in a cup on the table.
103,train_104.jpg,A grey truck is parked in front of a building.  The building is three stories tall.  A vehicle is behind the truck.  A blue box is in the truck bed.
104,train_105.jpg,There is a brown bear playing in a pool of water. There is a large brown rock wall behind the bear. The bear is drenched in water. The water the bear is in is greenish blue.
105,train_106.jpg,There is a wood block on the counter. There is cut up vegetables in piles on top of the block. There is a green bowl in front of the block. There is a green bottle next to the bowl.
106,train_107.jpg,There are people walking on a walkway. There are shirts hanging from a rack on the side of the walkway. There is a white horse next to the people. 
107,train_108.jpg,A brown tree trunk sits in a field of grass. There is a blue and white bird on the grass behind the tree. There are several bushes surrounding the bird. 
108,train_109.jpg,A man is outside with a chair. He has faking like he is turning the television. I believe he is pretending to be inside of a living room while outside.
109,train_110.jpg,a bunch of veggies are on the counter. the carrots are orange. the bananas are all in a bunch. they are all bright yellow. there are cucumbers next to them.
110,train_111.jpg,"This image is outdoors. It's of people snowboarding. The people have on the same outfits. In the distance there is a tree with leaves. Also, there is trees in the distance without leaves."
111,train_112.jpg,A man is wake boarding on top of the water. He is wearing a green wet suit and standing on top of a green wake board. The water has many small waves in it and the sky is a grey color. 
112,train_113.jpg,"An empty kitchen is shown, with two black stools parked at a high countertop island. The countertop is made of grey and white quartz, and has a cutting board with bread on top of it. There is a stainless steel fridge and dishwasher, as well as a built in wall oven. The cabinets are white and the kitchen is very clean. "
113,train_114.jpg,A pink teddy bear is in front of a piece of wood. The bear is wearing a purple scarf on its neck. There is a white wall behind the bear. There is a light piece of wood under the bear. 
114,train_115.jpg,A gray cat is standing in front of a window. There is a white curtain on the window. There is a gray blanket under the cat on a couch. 
115,train_116.jpg,A giant clock tower sits beside a building. There is a giant clock on the side of the building. The sky above the clock tower is blue. There is a bus sitting below the clock tower. The bus is orange and black. The ground under the bus is paved. There is a tall building near the bus. 
116,train_117.jpg,There are colorful kites flying. The sky is clear. Further down the field is a long white building with gray roof. 
117,train_118.jpg,A gray elephant with a red chair on its back. There is a red and yellow blanket over its back along with a small red umbrella over his head. In the back of the elephant is another elephant with a person riding it with a large red and yellow umbrella.
118,train_119.jpg,Two zebras in a pen eat hay which has been put on the ground for them.  Chain-link fence prevents the zebras' escape.  A large boulder is part of the habitat provided. Green trees border the enclosure.
119,train_120.jpg,Three kids are outside playing soccer. They all have on green jerseys and different color shorts. There is a bike laying on the ground. Next to two of the players is a soccer ball.
120,train_121.jpg,a bunch of people are walking in a town. they are all carrying bags. they are all dressed nicely. there are stores with colorful signs.
121,train_122.jpg,"In the middle of the kitchen there is a brown table with black chairs , a laptop is open on the table and a pair of eye glasses sitting on the table.  It is a red cup and a white bowl with fruit in it.  The walls of the room are tan with a brown curtain over a door."
122,train_123.jpg,A woman is sitting down by the parking lot. She has a summer dress on with sandals on her feet. She is also wearing sunglasses as it is sunny outside. You can see that she is talking on the phone. In back of her are parked cars. Next to her you can see a plate of food and her brown purse.
123,train_124.jpg,There is a mirror on the side of a car. There is a dog sticking its head out of the window in the mirror. There are many trees and bushes next to the street.
124,train_125.jpg,This a photograph of a sausage sandwich in a long soft brown roll. The sausage is covered with a white sauce that looks like a cheese sauce. There is a topping on the sandwich that consists of many small chopped up pieces that are light brown in color. It looks like a crunchy or nutty topping. The sandwich is being served on a white paper dish on a red tray. A soda in a paper cup is being served with the sausage. 
125,train_126.jpg,"A man is performing tricks with a Frisbee. He has no shirt on. He has on red shorts and the Frisbee is yellow. Behind him is another young man with his own Frisbee.
"
126,train_127.jpg,a wine glass is holding milk to the right on a wooden brown table. the left of the glass is a green plate with a sandwich on it. the sandwich is brown with tomatoes and green pickles with cheese that is yellow. there is a silver laptop to the left of the green plate which is holding the sandwich with tomatoes and pickles.
127,train_128.jpg,Two giraffes are seen enjoying themselves in nature. One giraffe is far off in the distance. They are in a big grassy area. The horizon is filled with mountains and the clouds are huge.
128,train_129.jpg,"An airplane is at an airport on the way. The airplane is white and has black, red, and green on the tail. The sky is fairly light blue and has a bunch of clouds. The plane is the Emirates brand."
129,train_130.jpg,Two police motorcycles are riding side by side on the street. There are three cars behind the motorcycles. One motorcycle has red lights in front and the other has blue lights. One rider has a black helmet and the other has a white one. The road is wet and the sky is gray.
130,train_131.jpg,A kitchen containing white cabinets and a white counter top. There is a white stove next to the cabinets and a white microwave above the stove. There is a white refrigerator next to the wall. 
131,train_132.jpg,A man in green shorts is walking on the beach. He has headphones on and is holding a white hat. There is a white bird flying in front of the man. 
132,train_133.jpg,"A green highway sign directs to the eastern suburbs and the airport in Wollengong Canberra on Highway 1. Behind the sign there is a tree with only a few brown leaves clinging to the branches, and behind that a swath of palm trees. Off to the left, city skyscrapers dot the horizon."
133,train_134.jpg,A horse is next to a fence. the horse is tan colored with white down the front of his head. The mane on the horse is blond. Only the top part of the horse's head is visible. There is a wooden log fence covering the other half of the horse's face. Behind the horse and to the left is a building. Corrugated metal cover the walls and the roof. Behind the horse and to the right are tan and gray colored mountains. The sky is a deep bahama blue with white clouds. The sun is shining.
134,train_135.jpg,A man sits in a chair and is getting his hair cut. The woman cutting his hair is wearing a black shirt and has sunglasses on her head. There is a yellow wall behind the woman. 
135,train_136.jpg,"Two men are riding bicycles down a street.  One man is behind the other riding on the side of a paved road.  Both bicycles have black baskets on the front attached to the handlebars. Both men are holding umbrellas.  The first man is wearing blue pants and a white and black striped shirt.  His umbrella is blue.  The second man is wearing black pants and a light purple shirt.  His umbrella is aqua blue colored.  Behind them, along the road are shops.  One of the shops is closed with a silver metal fence covering the entrance.  The other shop is a clothing store and there are four mannequins with clothing right outside the door.  There is also a potted plant with red flowers outside one of the shops."
136,train_137.jpg,A tall black and white zebra stands in an overgrown field of grass next to its young brown and white striped offspring. The field is mostly brown grass with some green tops. There is a brown animal in the distance also grazing in the grass.
137,train_138.jpg,"The image is of a skateboarder in the air and his feet are off the skateboarder.  The skateboard is a vibrant shade of purple that matches his sneakers which are  a darker shade of purple.  He is wearing blue jeans and that is all that can be seen because he is in the air.  It appears he is skating near a public building that is brick.  Also, the wall that he is close to is made of brick."
138,train_139.jpg,there is a gray pole on the sidewalk. there is a yellow hydrant next to the pole. to the right of the pole its a grey box.
139,train_140.jpg,Three young men are playing Frisbee together. The Frisbee is in the air and they are all going towards the direction of the Frisbee. One man has on a blue jersey and the other two boys just have on white shirts.
140,train_141.jpg,A man is surfing on a wave. He has a black swimsuit on and one of his hands is extended while he rides the wave. The waves behind him are fairly small and he is almost done completing the wave.
141,train_142.jpg,There is a brown and red chair on the ground. There are two cats on the ground next to the chair. There is one larger cat and a smaller kitten standing next to it. 
142,train_143.jpg,A red bath tub is in a room. There is a red sink on the wall in front of the tub. There is a mirror hanging above the sink.
143,train_144.jpg,a dog is licking a baby. the baby is smiling. the dog is brown in color. the dog has a blue collar. the baby and mom both look very happy.
144,train_145.jpg,The fire hydrant is red. It's top is covered with snow. It has chains. The chains are rusty. The fire hydrant is surrounded by snow.
145,train_146.jpg,"The image is a photo of a tall brick tower with a pointed roof. There are several round columns on the corners of the tower and it has six long narrow windows on the front of the building. There are vents at the top that    have slits across them. A large clock with black numbers is near the top of the building. Near the bottom, the words Municipal Building and the date, 1298 is engraved on the building. Two smaller buildings are in back of this building. The sky framing the tower is blue with a few wispy clouds and one puffy cloud."
146,train_147.jpg,"There are two people sitting on a tan couch.  The girl on the left is holding a white Wii remote.  She has light brown hair and it is pulled back into a pony tail.  She is wearing a gray t shirt over top of a white long sleeved shirt with black pants.  The person on the right is leaning back on the couch, also wearing a t-shirt and dark pants.  There is a black and also a white coffee mug sitting on the coffee table in front of them.  There is a stair case behind them that leads upstairs. The room has tan curtains on the window and a space heater plugged in in front of the window.  The walls in the room are a light cream color and the floors are a light hard wood.  Directly in front of the staircase is a door way that leads to another room.  "
147,train_148.jpg,There are several elephants on the ground in a group. There are rocks on the ground next to them. There are clouds in the sky above the elephants.
148,train_149.jpg,This is a black and white city scene. There are tall buildings in the background with lots of windows on it. There is a sign in the foreground with arrows pointing different directions. There is a car on the road. The road is dark with white stripes on it. There are also sidewalks with bushes on them.
149,train_150.jpg,There is a zebra in an enclosure. This might be some type of zoo. The fence behind the zebra is made of wood and looks like logs. The zebra is lifting his head in the air. He is black and white striped with dark hooves. He also has a dark brown mane. The zebra has a dark brown/black nose. He is standing on the dirt ground.
150,train_151.jpg,The beach has many yellow umbrellas on it. The sand is fine and white. There are shirtless people sitting on the sand. Behind the umbrellas one can see the blue water. There are some lounge chairs on the sand. The sky is blue with some clouds.
151,train_152.jpg,"A boy is airborne while doing a skateboard trick. His skateboard is red and worn. The wheels on it are yellow. One of the boys arms is in the air while the other one reaches toward the skateboard. He is wearing a white long t-shirt and blue jeans. His sneakers are black and yellow. Behind the boy is a buidling that is large and beige. There is another boy in the back of the first, he is standing on a skateboard."
152,train_153.jpg,Some donuts are sitting in a box. The box is white and the donuts are assorted flavors. There are some containers and papers on the sides of the box.
153,train_154.jpg,There is a mouse on top of a desk next to two keyboards. There is a large computer next to the mouse. There is the word digital on the computer. The keyboards have gray keys. The mouse buttons are also gray.
154,train_155.jpg,There are two boats in the water. The first boat is yellow and the boat behind it is black. There are small waves in the water.
155,train_156.jpg,three buses are sitting parked in a parking lot. they are blue in color. they have yellow writing on them. their wheels are black.
156,train_157.jpg,"This is a picture of an outdoor scene. There is a river running horizontally through the picture, with grass in the foreground and trees in the background behind the river. A red footbridge with colorful flags on posts along its length stretches over the bridge on the left side of the image. In the foreground is a small hooped fence separating the grassy lawn from a paved footpath. Near the center of the image is a bench with two people sitting on it, a man wearing a red shirt and woman wearing a light blue shirt. There are a couple of bushes on the grass, and a tree in the foreground. The surface of the river is murky, and the bridge is reflected in the surface. The sky is overcast."
157,train_158.jpg,A black bear is walking in the street. There are bikes parked behind the bear. There is a tall blue pole to the right of where the bear is. No one else is on the street except for the bear.
158,train_159.jpg,The face of the clock is white with black numbers. There is a glass window on each side of the clock. The hands on the clock are black as well. Through the window you can see another room.
159,train_160.jpg,A white bus traveling across a field of green grass. There is a tall building with a golden tower in the distance. There is a very thing and tall structure to the left of the bus. There are many trees sitting behind the bus. 
160,train_161.jpg,A man in a blue shirt is sitting on a bench. There is a black skateboard in front of the man. There is a yellow fence behind the man. 
161,train_162.jpg,"A white radiator is sitting against a white wall in a room with hardwood floors.  A small bed with a brown comforter is sitting in the corner of this same room.  Next to the radiator is a flat screen black television on a short wooden box.  The television is sitting across from a beige sofa with an empty long cardboard box behind it.  There are some red, yellow and blue items on top of the bed.   "
162,train_163.jpg,"A group of people are standing on a set of long stairs. There are large birds perched on lights near the stairs. One bird is sitting on a woman's shoulder. The woman is wearing a red vest, and black Capri pants. A woman with a yellow sweater on her shoulders is on the side of the stairs, and three other people stand on the stairs."
